모델명,연식,최대출력(마력),기통,최대토크(kgm),신차가(만원),가격(만원),주행거리,구동방식
현대 싼타페TM 2.2 디젤 4WD 프레스티지,2019.0,202.0,4.0,45.0,3880.0,2150.0,20000,3
현대 NF쏘나타 N20 블랙 프리미엄,2008.0,144.0,4.0,19.2,2266.0,440.0,70000,0
기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2012.0,184.0,4.0,40.0,2615.0,1040.0,110000,0
현대 엑센트 1.6 GDi 프리미엄,2012.0,140.0,4.0,16.9,1603.0,590.0,90000,0
현대 제네시스 쿠페 380 GT P,2011.0,303.0,6.0,36.8,3128.0,1250.0,90000,1
쌍용 티볼리 1.6 가솔린 2WD LX 최고급형,2016.0,126.0,4.0,16.0,2347.0,1190.0,70000,0
르노삼성 뉴 SM5 LE 블랙 에디션,2007.0,140.0,4.0,18.8,2330.0,590.0,130000,0
현대 투스카니 2.7 엘리사 슈퍼형,2004.0,175.0,6.0,25.0,2223.0,299.0,150000,0
기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2016.0,202.0,4.0,45.0,3630.0,2660.0,60000,0
기아 K5 2.0 프레스티지 브라운,2011.0,165.0,4.0,20.2,2595.0,890.0,70000,0
현대 뉴 투싼ix 2.0 디젤 4WD 스마트 스페셜,2014.0,184.0,4.0,39.0,2560.0,9999.0,80000,2
기아 레이 1.0 가솔린 프레스티지,2012.0,78.0,3.0,9.6,1495.0,530.0,80000,0
현대 그랜져HG 240 모던,2015.0,190.0,4.0,25.5,2988.0,1899.0,60000,0
기아 K5 2.0 스마트 스페셜,2012.0,165.0,4.0,20.2,2230.0,750.0,110000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,730.0,110000,1
쉐보레 크루즈 1.8 LTZ 플러스,2013.0,142.0,4.0,17.9,2042.0,780.0,30000,0
현대 그랜져HG 300 노블,2012.0,270.0,6.0,31.5,3527.0,1430.0,110000,0
기아 뉴 카렌스 2.0 LPI 프리미엄,2008.0,141.0,4.0,19.0,2100.0,260.0,130000,0
기아 K5 2.0 프레스티지,2013.0,172.0,4.0,20.5,2636.0,850.0,140000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1250.0,80000,1
기아 스포티지 4세대 2.0 디젤 2WD 노블레스,2016.0,186.0,4.0,41.0,2601.0,2150.0,60000,0
현대 더 뉴 제네시스 쿠페 200 터보 S,2012.0,275.0,4.0,38.0,2965.0,1150.0,70000,1
기아 더 뉴 스포티지R 2.0 디젤 4WD 프레스티지,2014.0,184.0,4.0,41.0,2745.0,1190.0,130000,2
현대 더 뉴 아반떼 1.6 VGT 모던,2015.0,128.0,4.0,28.6,2110.0,1270.0,30000,0
현대 싼타페DM 2.0 VGT 2WD 익스클루시브,2013.0,184.0,4.0,41.0,3394.0,2200.0,70000,0
쌍용 뉴 코란도 C 2.0 디젤 CVT 최고급형,2014.0,181.0,4.0,36.7,2572.0,1290.0,70000,0
르노삼성 SM7 뉴 아트 SE23 플레저,2010.0,170.0,6.0,23.0,2870.0,577.0,140000,0
르노삼성 QM3 LE,2015.0,90.0,4.0,22.4,2380.0,1230.0,80000,0
현대 투싼 2.0 VGT 디젤 MX 2WD 고급형,2007.0,143.0,4.0,32.0,2021.0,650.0,120000,0
현대 제네시스 쿠페 380 GT P,2010.0,303.0,6.0,36.8,3042.0,860.0,140000,1
현대 벨로스터 익스트림,2012.0,140.0,4.0,17.0,2095.0,490.0,100000,0
기아 더 프레스티지 K7 2.4 GDI 럭셔리,2012.0,201.0,4.0,25.5,2999.0,1290.0,100000,0
쌍용 뉴 체어맨W CW600 4트로닉 SVIP,2014.0,225.0,6.0,30.2,6821.0,3200.0,40000,3
쉐보레 크루즈 2.0 LTZ 플러스,2014.0,163.0,4.0,36.7,2307.0,680.0,80000,0
기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014.0,184.0,4.0,41.0,2565.0,1450.0,50000,0
기아 올 뉴 카니발 하이리무진 2.2 디젤 9인승 프레스티지,2016.0,202.0,4.0,45.0,4985.0,4200.0,30000,0
현대 뉴 에쿠스 VS 380 프리미엄,2014.0,334.0,6.0,40.3,7833.0,3290.0,120000,1
기아 K7 VG350 노블레스 프리미엄,2011.0,290.0,6.0,34.5,4135.0,1350.0,140000,0
기아 K3 1.6 GDI 트렌디,2015.0,140.0,4.0,16.9,1837.0,850.0,70000,0
르노삼성 SM5 뉴 임프레션 LE 익스클루시브,2009.0,143.0,4.0,20.0,2460.0,549.0,140000,0
현대 제네시스 BH380 로얄 VIP 팩,2012.0,290.0,6.0,36.5,6021.0,1595.0,190000,1
현대 싼타페DM 2.0 VGT 2WD 익스클루시브 스페셜,2015.0,184.0,4.0,41.0,3318.0,2390.0,30000,0
쉐보레 크루즈 2.0 LTZ 플러스,2014.0,163.0,4.0,36.7,2307.0,899.0,90000,0
르노삼성 SM5 뉴 임프레션 LE,2008.0,143.0,4.0,20.0,2390.0,399.0,170000,0
기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2012.0,184.0,4.0,40.0,2615.0,1500.0,60000,0
기아 올 뉴 모닝 1.0 가솔린 럭셔리,2012.0,82.0,3.0,9.6,1176.0,450.0,110000,0
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,1660.0,80000,1
현대 올 뉴 투싼 2.0 E-VGT 2WD 모던,2017.0,186.0,4.0,41.0,2680.0,2500.0,10,0
현대 갤로퍼 숏바디 V6 골드,1993.0,161.0,6.0,24.5,2224.0,1450.0,90000,2
기아 그랜드카니발 GX 고급형,2008.0,170.0,4.0,36.0,2090.0,1170.0,150000,0
쉐보레 더 넥스트 스파크 1.0 LTZ,2016.0,75.0,4.0,9.6,1308.0,600.0,20000,0
현대 제네시스 쿠페 380 GT RW,2010.0,303.0,6.0,36.8,3428.0,790.0,120000,1
쌍용 뉴 체어맨W CW700 4트로닉 프레스티지,2012.0,250.0,6.0,35.0,7345.0,1390.0,110000,3
현대 팰리세이드 2.2 디젤 2WD 프레스티지,2019.0,202.0,4.0,45.0,4177.0,4390.0,20000,0
기아 K7 VG350 노블레스 프리미엄,2010.0,290.0,6.0,34.5,4130.0,550.0,120000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1150.0,90000,1
현대 아반떼HD 1.6 VVT S16 럭셔리,2008.0,121.0,4.0,15.6,1389.0,390.0,90000,0
기아 레이 1.0 가솔린 럭셔리,2016.0,78.0,3.0,9.6,1426.0,800.0,70000,0
현대 제네시스 쿠페 200 터보 D,2011.0,210.0,4.0,30.5,2417.0,650.0,150000,1
쉐보레 크루즈 1.8 LT 디럭스 팩,2013.0,142.0,4.0,18.0,1935.0,988.0,90000,0
기아 K3 1.6 GDI 럭셔리,2013.0,140.0,4.0,16.9,1708.0,900.0,40000,0
기아 포르테 쿱 1.6 GDI 프레스티지,2013.0,140.0,4.0,16.9,1897.0,1120.0,60000,0
현대 YF쏘나타 2.4 F24 GDI 최고급형,2011.0,201.0,4.0,25.5,3000.0,520.0,110000,0
현대 아슬란 G330 프리미엄,2015.0,294.0,6.0,35.3,4190.0,2750.0,40000,0
현대 아반떼MD M16 GDi 탑,2012.0,140.0,4.0,16.9,1890.0,690.0,130000,0
현대 그랜져HG 240 럭셔리,2012.0,201.0,4.0,25.5,2994.0,1620.0,70000,0
현대 더 뉴 아반떼 1.6 GDi 모던,2015.0,140.0,4.0,16.9,1910.0,920.0,40000,0
기아 올 뉴 K7 2.4 GDi 프레스티지,2016.0,190.0,4.0,24.6,3090.0,2900.0,20000,0
기아 모하비 KV300 4WD 상시4WD,2014.0,260.0,6.0,56.0,4625.0,3750.0,40000,2
쌍용 뉴 체어맨W CW600 럭셔리,2014.0,225.0,6.0,30.2,5631.0,1360.0,160000,1
제네시스 G90 3.3 T-GDi AWD 프레스티지,2019.0,370.0,6.0,52.0,11388.0,8800.0,10000,3
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1330.0,80000,1
르노삼성 SM5 뉴 임프레션 LE 익스클루시브,2009.0,143.0,4.0,20.0,2460.0,300.0,150000,0
현대 제네시스 쿠페 380 GT R,2010.0,303.0,6.0,36.8,3392.0,2000.0,90000,1
기아 뉴 오피러스 GH270 스페셜,2009.0,192.0,6.0,25.5,3330.0,450.0,130000,0
현대 더 뉴 아반떼 1.6 GDi 모던,2014.0,140.0,4.0,16.9,1890.0,1250.0,80000,0
현대 벨로스터 터보 D 스펙 DCT,2014.0,204.0,4.0,26.9,2370.0,1290.0,40000,0
현대 더 뉴 아반떼 1.6 GDi 스마트,2015.0,140.0,4.0,16.9,1749.0,990.0,70000,0
현대 뉴 제네시스 G380 프레스티지 AWD,2015.0,315.0,6.0,40.5,6201.0,3800.0,60000,3
기아 오피러스 프리미엄 GH270 스페셜 럭셔리,2010.0,195.0,6.0,25.6,3927.0,480.0,130000,0
쉐보레 스파크 L,2014.0,70.0,4.0,9.4,907.0,500.0,40000,0
기아 올 뉴 카니발 2.2 디젤 7인승 리무진 VIP,2016.0,202.0,4.0,45.0,3530.0,2480.0,80000,0
GM대우 라세티 프리미어 ID CDX 고급형,2010.0,142.0,4.0,17.9,1854.0,190.0,150000,0
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2012.0,184.0,4.0,40.0,2499.0,1040.0,130000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1250.0,90000,1
쌍용 티볼리 에어 1.6 가솔린 2WD IX,2018.0,126.0,4.0,16.0,2095.0,1595.0,10000,0
쉐보레 올란도 2.0 디젤 LS 고급형,2014.0,163.0,4.0,36.7,2267.0,1298.0,60000,0
현대 뉴그랜져XG S30 고급형,2004.0,182.0,6.0,25.7,2812.0,269.0,150000,0
기아 더 뉴 K7 3.0 GDI 프레스티지 스페셜,2013.0,270.0,6.0,31.6,3688.0,2390.0,60000,0
제네시스 더 올 뉴 G80 2.5 T-GDi AWD,2021.0,304.0,6.0,42.9,5527.0,6030.0,5000,3
현대 제네시스 쿠페 380 GT R,2010.0,303.0,6.0,36.8,3392.0,1180.0,80000,1
제네시스 EQ900 3.8 GDi AWD 럭셔리,2017.0,315.0,6.0,40.5,7415.0,3890.0,70000,3
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,630.0,120000,1
기아 포르테 쿱 2.0 CVVT 고급형 레드프리미엄,2010.0,158.0,4.0,20.2,1966.0,690.0,70000,0
GM대우 토스카 L6 2.0 CDX 일반형,2007.0,144.0,6.0,19.2,2339.0,270.0,70000,0
현대 뉴EF쏘나타 2.0 GVS 기본형,2002.0,133.0,4.0,18.1,1664.0,160.0,130000,0
현대 코나 1.6 T-GDi 2WD 플럭스 프리미엄 스페셜,2018.0,177.0,4.0,27.0,2631.0,1790.0,20000,0
기아 그랜드카니발 GX 그랜드팩,2009.0,170.0,4.0,36.0,2170.0,1380.0,100000,0
제네시스 EQ900 5.0 GDi AWD 프레스티지,2016.0,425.0,8.0,53.0,11490.0,6199.0,30000,3
기아 그랜드카니발 GLX 고급형,2006.0,170.0,4.0,36.0,2390.0,850.0,270000,0
기아 올 뉴 프라이드 1.6 GDI 해치백 럭셔리,2014.0,140.0,4.0,16.9,1581.0,870.0,50000,0
쉐보레 말리부 2.0 LT,2012.0,141.0,6.0,18.8,2526.0,430.0,120000,0
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,950.0,130000,1
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,490.0,160000,1
현대 제네시스 BH380 로얄 VIP 팩,2012.0,334.0,6.0,40.3,6290.0,1950.0,70000,1
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,1250.0,110000,1
현대 에쿠스 리무진 JL 350,2002.0,220.0,6.0,32.0,6790.0,690.0,210000,0
현대 그랜져TG L330 탑 메모리팩,2006.0,233.0,6.0,31.0,3684.0,570.0,170000,0
현대 YF쏘나타 2.0 Y20 프라임 고급형,2012.0,165.0,4.0,20.2,2315.0,980.0,170000,0
쌍용 코란도 투리스모 2.0 디젤 4WD GT 11인승,2014.0,155.0,4.0,36.7,3251.0,990.0,120000,2
현대 그랜져TG L330 모젠 탑,2006.0,233.0,6.0,31.0,3862.0,590.0,80000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,850.0,110000,1
현대 제네시스 쿠페 380 GT RW,2010.0,303.0,6.0,36.8,3428.0,1330.0,80000,1
현대 YF쏘나타 2.0 Y20 스포츠 팩,2010.0,165.0,4.0,20.2,2820.0,990.0,100000,0
현대 그랜져HG 220 디젤 프리미엄,2016.0,202.0,4.0,45.0,3452.0,2150.0,70000,0
현대 쏘나타 트랜스폼 N20 엘레강스 스페셜 최고급형,2008.0,163.0,4.0,20.1,2292.0,350.0,180000,0
쌍용 액티언 CX5 2WD 최고급형,2006.0,145.0,4.0,31.6,2031.0,370.0,200000,1
르노삼성 SM7 뉴 아트 LE23,2009.0,170.0,6.0,23.0,3020.0,1150.0,80000,0
기아 레이 1.0 가솔린 프레스티지,2012.0,78.0,3.0,9.6,1495.0,890.0,40000,0
기아 뉴 카렌스 2.0 LPI GX 최고급형,2009.0,141.0,4.0,19.0,1740.0,580.0,160000,0
현대 엑센트  1.4 VVT 프리미어,2012.0,108.0,4.0,13.9,1240.0,870.0,20000,0
현대 NF쏘나타 N20 프리미어 슈퍼형,2005.0,144.0,4.0,23.0,2239.0,350.0,150000,0
현대 그랜져HG 300 프라임,2012.0,270.0,6.0,31.6,3292.0,1290.0,100000,0
현대 벨로스터 익스트림,2012.0,140.0,4.0,17.0,2095.0,350.0,110000,0
현대 LF쏘나타 2.0 CVVL 케어 플러스,2017.0,168.0,4.0,20.5,2496.0,1790.0,80000,0
현대 아반떼AD 1.6 e-VGT 스타일,2016.0,136.0,4.0,26.5,1630.0,1150.0,60000,0
르노삼성 SM7 뉴 아트 SE23,2011.0,170.0,6.0,23.0,2750.0,790.0,160000,0
현대 쏘나타 G2.0 인스퍼레이션 DN8,2020.0,160.0,4.0,20.0,3289.0,3150.0,4000,0
현대 아반떼HD 1.6 VVT S16 엘레강스 스페셜,2008.0,121.0,4.0,15.6,1615.0,390.0,120000,0
현대 쏘나타 더 브릴리언트 2.0 CVVL 모던,2013.0,172.0,4.0,20.5,2650.0,790.0,140000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,890.0,90000,1
기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,2014.0,184.0,4.0,41.0,2380.0,1699.0,30000,0
기아 K3 1.6 GDI 프레스티지,2013.0,140.0,4.0,16.9,1875.0,490.0,110000,0
현대 벨로스터 터보 D 스펙,2014.0,204.0,4.0,26.9,2130.0,1130.0,20000,0
기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스,2016.0,186.0,4.0,41.0,3150.0,2590.0,30000,0
현대 뉴 제네시스 G330 프리미엄,2015.0,282.0,6.0,35.4,5255.0,4830.0,3000,1
현대 더 뉴 i40 2.0 GDi PYL,2016.0,166.0,4.0,20.9,2709.0,1499.0,80000,0
기아 K7 VG350 노블레스 프리미엄,2011.0,290.0,6.0,34.5,4135.0,1050.0,140000,0
현대 뉴 투싼ix 2.0 디젤 2WD 스마트 스페셜,2015.0,184.0,4.0,40.0,2425.0,1400.0,70000,0
기아 뉴 카렌스 2.0 LPI GLX 고급형,2011.0,141.0,4.0,19.0,1840.0,400.0,180000,0
현대 더 뉴 제네시스 쿠페 200 터보 S,2012.0,275.0,4.0,38.0,2965.0,1380.0,80000,1
제네시스 EQ900 3.3 T-GDi AWD 프레스티지,2016.0,370.0,6.0,52.0,10900.0,8850.0,5000,3
현대 그랜져HG 300 프리미엄,2016.0,270.0,6.0,31.5,3320.0,1550.0,100000,0
현대 싼타페CM 2.0 VGT 스타일 팩 2WD,2009.0,151.0,4.0,34.0,2550.0,620.0,120000,0
현대 NF쏘나타 N20 VGT 디럭스 기본형,2007.0,146.0,4.0,32.0,2266.0,590.0,250000,0
현대 YF쏘나타 2.0 Y20 프라임 최고급형,2010.0,165.0,4.0,20.2,2500.0,620.0,70000,0
기아 올 뉴 모닝 1.0 가솔린 디럭스 스페셜,2013.0,82.0,3.0,9.6,1050.0,570.0,60000,0
기아 쏘렌토 2.5 TLX 4WD 최고급형,2004.0,145.0,4.0,33.0,2530.0,499.0,120000,3
기아 모하비 KV460 4WD 최고급형,2009.0,340.0,8.0,44.4,4840.0,2650.0,120000,2
르노삼성 SM7 노바 2.5 V6,2019.0,190.0,6.0,24.8,3302.0,1800.0,10000,0
기아 뉴 스포티지 TLX 2WD 최고급형,2007.0,146.0,4.0,32.0,2125.0,430.0,170000,0
현대 뉴 에쿠스 VS 460 프레스티지,2010.0,366.0,8.0,44.8,10900.0,1490.0,190000,1
기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,2014.0,184.0,4.0,41.0,2380.0,1650.0,60000,0
쉐보레 크루즈 1.8 LTZ 플러스,2011.0,142.0,4.0,17.9,1864.0,710.0,90000,0
쌍용 뉴체어맨 CM500S 마제스티,2004.0,197.0,6.0,27.6,4530.0,450.0,140000,1
현대 NF쏘나타 N20 럭셔리 고급형,2006.0,144.0,4.0,23.0,2023.0,490.0,160000,0
현대 싼타페 2.0 골드 디젤 2WD 기본형,2005.0,126.0,4.0,29.5,1987.0,349.0,160000,0
현대 아반떼MD M16 GDi 프리미엄,2012.0,140.0,4.0,16.9,1955.0,790.0,80000,0
기아 뉴모닝 LX 고급형 블랙프리미엄,2008.0,72.0,4.0,9.2,833.0,320.0,90000,0
현대 그랜져HG 300 로얄,2012.0,270.0,6.0,31.5,3901.0,1610.0,90000,0
제네시스 EQ900 3.8 GDi AWD 프리미엄 럭셔리,2016.0,315.0,6.0,40.5,8740.0,6850.0,20000,3
현대 싼타페 더 프라임 2.0 디젤 2WD 익스클루시브,2017.0,186.0,4.0,41.0,3140.0,2480.0,5000,0
기아 더 프레스티지 K7 2.4 GDI 럭셔리,2012.0,201.0,4.0,25.5,2999.0,930.0,240000,0
기아 스포티지R 2.0 디젤 4WD 리미티드,2013.0,184.0,4.0,40.0,3000.0,1199.0,120000,2
현대 뉴그랜져XG R20 고급형,2004.0,137.0,6.0,18.1,2237.0,180.0,160000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1299.0,80000,1
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,890.0,110000,1
쉐보레 올 뉴 말리부 2.0 터보 LT 프리미엄,2017.0,253.0,4.0,36.0,3057.0,1790.0,60000,0
현대 올 뉴 투싼 2.0 E-VGT 2WD 모던,2016.0,186.0,4.0,41.0,2655.0,1850.0,90000,0
현대 아반떼MD M16 GDi 에비뉴,2014.0,140.0,4.0,16.9,1785.0,1200.0,30000,0
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지 하이루프,2017.0,202.0,4.0,45.0,3980.0,3380.0,40000,0
현대 그랜져HG 220 디젤 프리미엄,2016.0,202.0,4.0,45.0,3452.0,3200.0,10000,0
기아 스포티지 4세대 2.0 디젤 2WD 노블레스,2017.0,186.0,4.0,41.0,2685.0,2490.0,30000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,860.0,120000,1
기아 K3 쿱 1.6 T-GDi 노블레스,2014.0,204.0,4.0,27.0,2295.0,1299.0,40000,0
르노삼성 SM520 LE,2002.0,143.0,4.0,18.5,1942.0,239.0,180000,0
현대 올 뉴 투싼 1.6 E-VGT 2WD 모던,2019.0,136.0,4.0,32.6,2508.0,2330.0,10000,0
현대 싼타페CM 2.2 VGT 스타일 팩 2WD,2007.0,153.0,4.0,35.0,2535.0,899.0,130000,0
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,899.0,140000,0
현대 뉴 제네시스 G330 프리미엄,2015.0,282.0,6.0,35.4,5255.0,3900.0,30000,1
현대 엑센트 1.6 VGT 모던,2014.0,128.0,4.0,26.5,1544.0,638.0,100000,0
GM대우 All New 마티즈 조이 고급형,2008.0,52.0,3.0,7.2,891.0,250.0,50000,0
르노삼성 SM7 VQ23 LE,2005.0,170.0,6.0,23.0,2730.0,630.0,120000,0
제네시스 EQ900 5.0 GDi AWD 프레스티지,2016.0,425.0,8.0,53.0,11490.0,5900.0,40000,3
현대 싼타페 더 프라임 2.0 디젤 2WD 모던,2016.0,186.0,4.0,41.0,2890.0,1900.0,40000,0
기아 스포티지 1.7 디젤 2WD 노블레스,2017.0,141.0,4.0,34.7,2530.0,1560.0,50000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1170.0,100000,1
기아 옵티마 2.0 LS 고급형,2004.0,149.0,4.0,19.7,1703.0,150.0,90000,0
현대 그랜져HG 300 프리미엄,2016.0,270.0,6.0,31.5,3320.0,2990.0,5000,0
제네시스 EQ900 3.8 GDi AWD 프레스티지,2016.0,315.0,6.0,40.5,10500.0,9300.0,10000,3
GM대우 윈스톰 LTX 5인승 4WD 최고급형,2007.0,150.0,4.0,32.6,3083.0,170.0,210000,3
쉐보레 크루즈 1.6 LT 플러스,2012.0,124.0,4.0,15.7,1753.0,390.0,100000,0
현대 제네시스 쿠페 380 GT P,2009.0,303.0,6.0,36.8,3042.0,1390.0,110000,1
현대 제네시스 쿠페 200 터보 RW,2010.0,210.0,4.0,30.5,3136.0,880.0,80000,1
쉐보레 스파크 LT,2014.0,70.0,4.0,9.4,1168.0,250.0,30000,0
현대 제네시스 BH330 모던,2013.0,300.0,6.0,35.5,4338.0,1699.0,150000,1
기아 오피러스 GH300 고급형 하이오너,2003.0,187.0,6.0,25.9,3736.0,350.0,170000,0
현대 뉴 에쿠스 VL380 프레스티지,2013.0,334.0,6.0,40.3,13579.0,4990.0,80000,1
현대 i40 2.0 GDi 왜건 PYL,2015.0,166.0,4.0,20.9,2760.0,1090.0,100000,0
현대 아반떼MD M16 GDi 에비뉴,2014.0,140.0,4.0,16.9,1785.0,1090.0,70000,0
현대 더 뉴 아반떼AD G1.6 스마트,2020.0,123.0,4.0,15.7,1796.0,1350.0,3000,0
기아 그랜드카니발 GLX 최고급형,2008.0,170.0,4.0,36.0,2510.0,790.0,130000,0
기아 뉴 쏘렌토R 디젤 2.0 2WD 프레스티지 ,2014.0,184.0,4.0,41.0,2965.0,2099.0,60000,0
쌍용 뉴코란도 290SR 소프트 탑 디젤 고급형,2003.0,132.0,5.0,29.5,2325.0,620.0,150000,2
쉐보레 더 넥스트 스파크 1.0 LTZ,2018.0,75.0,4.0,9.7,1454.0,800.0,3000,0
르노삼성 SM3 네오 SE,2015.0,117.0,4.0,16.1,1710.0,850.0,50000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,870.0,110000,1
현대 뉴 제네시스 G330 모던,2016.0,282.0,6.0,35.4,4650.0,4230.0,3000,1
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,990.0,90000,1
현대 뉴 에쿠스 VS380 모던,2015.0,334.0,6.0,40.3,6783.0,10.0,20000,1
르노삼성 올 뉴 SM7 RE35,2012.0,258.0,6.0,33.8,3910.0,1090.0,120000,0
르노삼성 SM7 VQ23 LE 플레저,2007.0,170.0,6.0,23.0,2930.0,660.0,150000,0
기아 올 뉴 쏘렌토 2.0 디젤 2WD 럭셔리,2017.0,186.0,4.0,41.0,2785.0,1400.0,90000,0
기아 뉴 오피러스 GH270 고급형 럭셔리,2007.0,192.0,6.0,25.5,3810.0,890.0,90000,0
현대 LF쏘나타 2.0 CVVL 스타일,2015.0,168.0,4.0,20.5,2255.0,1550.0,80000,0
GM대우 알페온 EL240 프리미엄,2014.0,181.0,4.0,23.8,4019.0,1420.0,80000,0
쉐보레 스파크 LT,2013.0,70.0,4.0,9.4,1143.0,590.0,60000,0
기아 뉴 스포티지 TLX 2WD 최고급형,2009.0,151.0,4.0,32.0,2138.0,210.0,190000,0
쉐보레 크루즈 1.8 LTZ 플러스,2011.0,142.0,4.0,17.9,1864.0,970.0,80000,0
기아 더 뉴 K9 3.8 GDI 이그제큐티브,2015.0,334.0,6.0,40.3,5680.0,2090.0,120000,1
현대 더 뉴 벨로스터 터보 디 스펙 DCT,2015.0,204.0,4.0,26.9,2370.0,1150.0,110000,0
르노삼성 뉴 SM5 RE,2011.0,141.0,4.0,19.8,2710.0,290.0,170000,0
기아 더 뉴 K9 3.8 GDI 노블레스,2016.0,334.0,6.0,40.3,6230.0,3390.0,60000,1
현대 더 뉴 제네시스 쿠페 200 터보 S,2013.0,275.0,4.0,38.0,2965.0,1640.0,40000,1
르노삼성 SM5 뉴 임프레션 SE,2008.0,143.0,4.0,20.0,2100.0,240.0,200000,0
기아 K7 VG270 럭셔리,2011.0,200.0,6.0,26.0,3340.0,510.0,100000,0
기아 레이 1.0 가솔린 럭셔리,2016.0,78.0,3.0,9.6,1426.0,690.0,30000,0
기아 더 프레스티지 K7 3.0 GDI 프레스티지,2012.0,270.0,6.0,31.6,3634.0,1640.0,60000,0
쌍용 뉴체어맨 CM500S 마제스티,2007.0,197.0,6.0,27.6,4737.0,499.0,170000,1
르노삼성 SM7 뉴 아트 LE23,2011.0,170.0,6.0,23.0,3080.0,990.0,70000,0
기아 올 뉴 모닝 1.0 가솔린 럭셔리,2015.0,82.0,3.0,9.6,1176.0,890.0,10000,0
르노삼성 SM7 뉴 아트 LE23,2008.0,170.0,6.0,23.0,3100.0,980.0,120000,0
현대 LF쏘나타 2.0 CVVL 스타일,2015.0,168.0,4.0,20.5,2255.0,2050.0,20000,0
쌍용 체어맨W V8 5000 VVIP,2008.0,306.0,8.0,45.0,8770.0,1000.0,170000,1
현대 그랜져HG 300 로얄,2011.0,270.0,6.0,31.5,3901.0,2490.0,50000,0
현대 그랜져HG 220 디젤 프리미엄,2016.0,202.0,4.0,45.0,3452.0,2050.0,90000,0
현대 LF쏘나타 2.0 CVVL 스마트 스페셜,2015.0,168.0,4.0,20.5,2695.0,2100.0,30000,0
기아 올 뉴 모닝 1.0 가솔린 럭셔리,2012.0,82.0,3.0,9.6,1176.0,500.0,70000,0
쉐보레 더 뉴 트랙스 1.6 디젤 프리미어,2019.0,135.0,4.0,32.7,2513.0,1290.0,20000,0
현대 그랜져TG L330 탑,2006.0,233.0,6.0,31.0,3577.0,399.0,210000,0
기아 포르테 쿱 1.6 GDI 프레스티지,2011.0,140.0,4.0,16.9,1885.0,790.0,80000,0
GM대우 뉴 라세티 1.6 플래티늄 고급형,2006.0,109.0,4.0,15.0,1493.0,240.0,90000,0
쌍용 카이런 2.7 LV7 4WD 고급형,2005.0,176.0,5.0,35.7,2654.0,450.0,150000,2
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1390.0,80000,1
기아 더 뉴 K7 2.4 GDI 프레스티지,2013.0,201.0,4.0,25.5,3022.0,900.0,130000,0
르노삼성 SM5 뉴 임프레션 SE,2008.0,143.0,4.0,20.0,2100.0,340.0,120000,0
기아 그랜드카니발 GLX 최고급형,2013.0,170.0,4.0,36.0,2510.0,2000.0,140000,0
르노삼성 SM7 뉴 아트 프레스티지,2009.0,170.0,6.0,23.0,3148.0,940.0,110000,0
르노삼성 SM7 VQ35 RE,2005.0,217.0,6.0,31.9,3510.0,390.0,210000,0
현대 맥스크루즈 2.2 e-VGT 4WD 익스클루시브 스페셜,2014.0,200.0,4.0,44.5,4085.0,2290.0,70000,2
기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2012.0,184.0,4.0,40.0,2615.0,990.0,140000,0
